order_id,customer_id,order_date,total_amount,status,order_year,order_month,order_day_of_week,order_size,is_suspicious
160,33,2024-01-07 15:00:00,130.84,pending,2024,1,Sunday,Medium,False
161,48,2024-01-07 16:00:00,247.2,completed,2024,1,Sunday,Large,False
162,503,2024-01-07 17:00:00,376.25,completed,2024,1,Sunday,Extra Large,False
163,407,2024-01-07 18:00:00,242.17,completed,2024,1,Sunday,Large,False
164,574,2024-01-07 19:00:00,38.34,completed,2024,1,Sunday,Small,False
165,728,2024-01-07 20:00:00,479.32,pending,2024,1,Sunday,Extra Large,True
166,805,2024-01-07 21:00:00,471.93,completed,2024,1,Sunday,Extra Large,True
167,99,2024-01-07 22:00:00,394.74,completed,2024,1,Sunday,Extra Large,False
168,684,2024-01-07 23:00:00,495.75,pending,2024,1,Sunday,Extra Large,True
169,872,2024-01-08 00:00:00,276.8,completed,2024,1,Monday,Large,False
170,726,2024-01-08 01:00:00,481.76,completed,2024,1,Monday,Extra Large,True
171,987,2024-01-08 02:00:00,47.05,completed,2024,1,Monday,Small,False
172,547,2024-01-08 03:00:00,189.18,completed,2024,1,Monday,Large,False
173,961,2024-01-08 04:00:00,120.44,completed,2024,1,Monday,Medium,False
174,739,2024-01-08 05:00:00,105.96,completed,2024,1,Monday,Medium,False
175,613,2024-01-08 06:00:00,78.99,completed,2024,1,Monday,Medium,False
176,943,2024-01-08 07:00:00,314.98,completed,2024,1,Monday,Extra Large,False
177,462,2024-01-08 08:00:00,392.85,completed,2024,1,Monday,Extra Large,False
178,643,2024-01-08 09:00:00,293.37,completed,2024,1,Monday,Large,False
179,769,2024-01-08 10:00:00,82.01,completed,2024,1,Monday,Medium,False
180,5,2024-01-08 11:00:00,407.45,completed,2024,1,Monday,Extra Large,True
181,218,2024-01-08 12:00:00,321.62,completed,2024,1,Monday,Extra Large,False
182,503,2024-01-08 13:00:00,200.2,completed,2024,1,Monday,Large,False
183,767,2024-01-08 14:00:00,340.32,completed,2024,1,Monday,Extra Large,False
184,398,2024-01-08 15:00:00,137.35,completed,2024,1,Monday,Medium,False
185,871,2024-01-08 16:00:00,179.14,completed,2024,1,Monday,Large,False
186,795,2024-01-08 17:00:00,459.57,completed,2024,1,Monday,Extra Large,True
187,393,2024-01-08 18:00:00,152.35,completed,2024,1,Monday,Large,False
188,207,2024-01-08 19:00:00,240.29,completed,2024,1,Monday,Large,False
189,15,2024-01-08 20:00:00,446.17,pending,2024,1,Monday,Extra Large,True
190,858,2024-01-08 21:00:00,356.78,pending,2024,1,Monday,Extra Large,False
191,554,2024-01-08 22:00:00,40.48,completed,2024,1,Monday,Small,False
192,892,2024-01-08 23:00:00,82.18,completed,2024,1,Monday,Medium,False
193,461,2024-01-09 00:00:00,13.84,completed,2024,1,Tuesday,Small,False
194,691,2024-01-09 01:00:00,319.15,completed,2024,1,Tuesday,Extra Large,False
195,575,2024-01-09 02:00:00,229.36,completed,2024,1,Tuesday,Large,False
196,864,2024-01-09 03:00:00,75.79,completed,2024,1,Tuesday,Medium,False
197,743,2024-01-09 04:00:00,479.39,completed,2024,1,Tuesday,Extra Large,True
198,241,2024-01-09 05:00:00,269.53,completed,2024,1,Tuesday,Large,False
199,564,2024-01-09 06:00:00,128.53,completed,2024,1,Tuesday,Medium,False
200,96,2024-01-09 07:00:00,255.3,completed,2024,1,Tuesday,Large,False
201,900,2024-01-09 08:00:00,343.01,completed,2024,1,Tuesday,Extra Large,False
202,734,2024-01-09 09:00:00,47.36,completed,2024,1,Tuesday,Small,False
203,485,2024-01-09 10:00:00,144.6,completed,2024,1,Tuesday,Medium,False
204,407,2024-01-09 11:00:00,405.41,completed,2024,1,Tuesday,Extra Large,True
205,231,2024-01-09 12:00:00,235.24,completed,2024,1,Tuesday,Large,False
206,749,2024-01-09 13:00:00,277.82,completed,2024,1,Tuesday,Large,False
207,655,2024-01-09 14:00:00,222.08,completed,2024,1,Tuesday,Large,False
208,171,2024-01-09 15:00:00,31.51,completed,2024,1,Tuesday,Small,False
209,541,2024-01-09 16:00:00,91.22,pending,2024,1,Tuesday,Medium,False
210,36,2024-01-09 17:00:00,228.32,pending,2024,1,Tuesday,Large,False
211,525,2024-01-09 18:00:00,112.5,completed,2024,1,Tuesday,Medium,False
212,160,2024-01-09 19:00:00,34.49,completed,2024,1,Tuesday,Small,False
213,839,2024-01-09 20:00:00,423.39,completed,2024,1,Tuesday,Extra Large,True
214,699,2024-01-09 21:00:00,490.78,pending,2024,1,Tuesday,Extra Large,True
215,243,2024-01-09 22:00:00,398.64,completed,2024,1,Tuesday,Extra Large,False
216,86,2024-01-09 23:00:00,428.35,pending,2024,1,Tuesday,Extra Large,True
217,796,2024-01-10 00:00:00,128.57,completed,2024,1,Wednesday,Medium,False
218,578,2024-01-10 01:00:00,480.71,completed,2024,1,Wednesday,Extra Large,True
219,682,2024-01-10 02:00:00,106.49,pending,2024,1,Wednesday,Medium,False
220,557,2024-01-10 03:00:00,476.2,completed,2024,1,Wednesday,Extra Large,True
221,574,2024-01-10 04:00:00,497.46,completed,2024,1,Wednesday,Extra Large,True
222,953,2024-01-10 05:00:00,358.74,completed,2024,1,Wednesday,Extra Large,False
223,646,2024-01-10 06:00:00,490.76,completed,2024,1,Wednesday,Extra Large,True
224,796,2024-01-10 07:00:00,289.07,completed,2024,1,Wednesday,Large,False
225,28,2024-01-10 08:00:00,137.18,completed,2024,1,Wednesday,Medium,False
226,620,2024-01-10 09:00:00,224.13,completed,2024,1,Wednesday,Large,False
227,556,2024-01-10 10:00:00,300.84,completed,2024,1,Wednesday,Extra Large,False
228,340,2024-01-10 11:00:00,45.81,pending,2024,1,Wednesday,Small,False
229,798,2024-01-10 12:00:00,314.95,completed,2024,1,Wednesday,Extra Large,False
230,958,2024-01-10 13:00:00,490.78,completed,2024,1,Wednesday,Extra Large,True
231,331,2024-01-10 14:00:00,103.15,completed,2024,1,Wednesday,Medium,False
232,640,2024-01-10 15:00:00,398.37,completed,2024,1,Wednesday,Extra Large,False
233,506,2024-01-10 16:00:00,454.87,completed,2024,1,Wednesday,Extra Large,True
234,348,2024-01-10 17:00:00,472.41,cancelled,2024,1,Wednesday,Extra Large,True
235,473,2024-01-10 18:00:00,480.47,completed,2024,1,Wednesday,Extra Large,True
236,231,2024-01-10 19:00:00,265.52,completed,2024,1,Wednesday,Large,False
237,190,2024-01-10 20:00:00,488.88,completed,2024,1,Wednesday,Extra Large,True
238,225,2024-01-10 21:00:00,381.08,completed,2024,1,Wednesday,Extra Large,False
239,385,2024-01-10 22:00:00,89.22,pending,2024,1,Wednesday,Medium,False
240,377,2024-01-10 23:00:00,243.68,completed,2024,1,Wednesday,Large,False
241,283,2024-01-11 00:00:00,361.98,completed,2024,1,Thursday,Extra Large,False
242,958,2024-01-11 01:00:00,131.2,completed,2024,1,Thursday,Medium,False
243,633,2024-01-11 02:00:00,323.9,completed,2024,1,Thursday,Extra Large,False
244,628,2024-01-11 03:00:00,336.63,completed,2024,1,Thursday,Extra Large,False
245,973,2024-01-11 04:00:00,89.72,completed,2024,1,Thursday,Medium,False
246,745,2024-01-11 05:00:00,286.89,completed,2024,1,Thursday,Large,False
247,259,2024-01-11 06:00:00,388.1,completed,2024,1,Thursday,Extra Large,False
248,359,2024-01-11 07:00:00,254.46,completed,2024,1,Thursday,Large,False
249,710,2024-01-11 08:00:00,15.93,pending,2024,1,Thursday,Small,False
250,456,2024-01-11 09:00:00,14.43,pending,2024,1,Thursday,Small,False
251,411,2024-01-11 10:00:00,184.94,completed,2024,1,Thursday,Large,False
252,649,2024-01-11 11:00:00,463.84,completed,2024,1,Thursday,Extra Large,True
253,318,2024-01-11 12:00:00,122.05,completed,2024,1,Thursday,Medium,False
254,677,2024-01-11 13:00:00,320.84,completed,2024,1,Thursday,Extra Large,False
255,225,2024-01-11 14:00:00,118.82,completed,2024,1,Thursday,Medium,False
256,819,2024-01-11 15:00:00,167.62,completed,2024,1,Thursday,Large,False
257,234,2024-01-11 16:00:00,425.54,pending,2024,1,Thursday,Extra Large,True
258,684,2024-01-11 17:00:00,367.14,pending,2024,1,Thursday,Extra Large,False
259,664,2024-01-11 18:00:00,56.75,completed,2024,1,Thursday,Medium,False
260,975,2024-01-11 19:00:00,220.06,completed,2024,1,Thursday,Large,False
261,827,2024-01-11 20:00:00,24.29,completed,2024,1,Thursday,Small,False
262,374,2024-01-11 21:00:00,245.64,completed,2024,1,Thursday,Large,False
263,672,2024-01-11 22:00:00,334.59,completed,2024,1,Thursday,Extra Large,False
264,608,2024-01-11 23:00:00,68.07,completed,2024,1,Thursday,Medium,False
265,472,2024-01-12 00:00:00,151.55,pending,2024,1,Friday,Large,False
266,233,2024-01-12 01:00:00,204.94,completed,2024,1,Friday,Large,False
267,692,2024-01-12 02:00:00,460.57,completed,2024,1,Friday,Extra Large,True
268,113,2024-01-12 03:00:00,496.69,completed,2024,1,Friday,Extra Large,True
269,830,2024-01-12 04:00:00,32.01,completed,2024,1,Friday,Small,False
270,497,2024-01-12 05:00:00,382.89,completed,2024,1,Friday,Extra Large,False
271,442,2024-01-12 06:00:00,192.14,pending,2024,1,Friday,Large,False
272,564,2024-01-12 07:00:00,202.3,completed,2024,1,Friday,Large,False
273,268,2024-01-12 08:00:00,379.59,completed,2024,1,Friday,Extra Large,False
274,510,2024-01-12 09:00:00,460.03,completed,2024,1,Friday,Extra Large,True
275,807,2024-01-12 10:00:00,475.96,completed,2024,1,Friday,Extra Large,True
276,386,2024-01-12 11:00:00,292.79,pending,2024,1,Friday,Large,False
277,387,2024-01-12 12:00:00,184.99,completed,2024,1,Friday,Large,False
278,113,2024-01-12 13:00:00,395.9,pending,2024,1,Friday,Extra Large,False
279,613,2024-01-12 14:00:00,132.99,completed,2024,1,Friday,Medium,False
280,625,2024-01-12 15:00:00,286.4,completed,2024,1,Friday,Large,False
281,952,2024-01-12 16:00:00,185.7,completed,2024,1,Friday,Large,False
282,81,2024-01-12 17:00:00,331.75,completed,2024,1,Friday,Extra Large,False
283,699,2024-01-12 18:00:00,127.8,completed,2024,1,Friday,Medium,False
284,113,2024-01-12 19:00:00,103.88,completed,2024,1,Friday,Medium,False
285,2,2024-01-12 20:00:00,459.94,completed,2024,1,Friday,Extra Large,True
286,642,2024-01-12 21:00:00,59.88,completed,2024,1,Friday,Medium,False
287,220,2024-01-12 22:00:00,257.92,completed,2024,1,Friday,Large,False
288,566,2024-01-12 23:00:00,118.22,completed,2024,1,Friday,Medium,False
289,855,2024-01-13 00:00:00,29.08,completed,2024,1,Saturday,Small,False
290,997,2024-01-13 01:00:00,27.65,completed,2024,1,Saturday,Small,False
291,736,2024-01-13 02:00:00,95.86,completed,2024,1,Saturday,Medium,False
292,225,2024-01-13 03:00:00,434.72,completed,2024,1,Saturday,Extra Large,True
293,385,2024-01-13 04:00:00,148.41,completed,2024,1,Saturday,Medium,False
294,403,2024-01-13 05:00:00,475.72,completed,2024,1,Saturday,Extra Large,True
295,638,2024-01-13 06:00:00,294.99,completed,2024,1,Saturday,Large,False
296,130,2024-01-13 07:00:00,223.94,completed,2024,1,Saturday,Large,False
297,53,2024-01-13 08:00:00,294.24,cancelled,2024,1,Saturday,Large,False
298,684,2024-01-13 09:00:00,263.18,completed,2024,1,Saturday,Large,False
299,730,2024-01-13 10:00:00,381.8,completed,2024,1,Saturday,Extra Large,False
300,672,2024-01-13 11:00:00,148.42,completed,2024,1,Saturday,Medium,False
301,710,2024-01-13 12:00:00,182.99,completed,2024,1,Saturday,Large,False
302,416,2024-01-13 13:00:00,448.11,pending,2024,1,Saturday,Extra Large,True
303,247,2024-01-13 14:00:00,473.76,completed,2024,1,Saturday,Extra Large,True
304,836,2024-01-13 15:00:00,447.35,pending,2024,1,Saturday,Extra Large,True
305,439,2024-01-13 16:00:00,215.53,pending,2024,1,Saturday,Large,False
306,203,2024-01-13 17:00:00,392.38,completed,2024,1,Saturday,Extra Large,False
307,184,2024-01-13 18:00:00,243.4,completed,2024,1,Saturday,Large,False
308,123,2024-01-13 19:00:00,253.79,completed,2024,1,Saturday,Large,False
309,401,2024-01-13 20:00:00,110.29,completed,2024,1,Saturday,Medium,False
310,767,2024-01-13 21:00:00,299.65,completed,2024,1,Saturday,Large,False
311,294,2024-01-13 22:00:00,101.21,completed,2024,1,Saturday,Medium,False
312,280,2024-01-13 23:00:00,172.47,completed,2024,1,Saturday,Large,False
313,837,2024-01-14 00:00:00,428.96,completed,2024,1,Sunday,Extra Large,True
314,884,2024-01-14 01:00:00,111.47,completed,2024,1,Sunday,Medium,False
315,610,2024-01-14 02:00:00,44.87,pending,2024,1,Sunday,Small,False
316,198,2024-01-14 03:00:00,43.81,completed,2024,1,Sunday,Small,False
317,982,2024-01-14 04:00:00,470.98,pending,2024,1,Sunday,Extra Large,True
318,907,2024-01-14 05:00:00,258.39,completed,2024,1,Sunday,Large,False
319,511,2024-01-14 06:00:00,210.61,completed,2024,1,Sunday,Large,False
320,752,2024-01-14 07:00:00,407.33,completed,2024,1,Sunday,Extra Large,True
321,144,2024-01-14 08:00:00,419.55,completed,2024,1,Sunday,Extra Large,True
322,609,2024-01-14 09:00:00,172.77,completed,2024,1,Sunday,Large,False
323,201,2024-01-14 10:00:00,349.87,completed,2024,1,Sunday,Extra Large,False
324,124,2024-01-14 11:00:00,387.85,pending,2024,1,Sunday,Extra Large,False
325,187,2024-01-14 12:00:00,330.78,completed,2024,1,Sunday,Extra Large,False
326,326,2024-01-14 13:00:00,84.28,completed,2024,1,Sunday,Medium,False
327,464,2024-01-14 14:00:00,439.18,pending,2024,1,Sunday,Extra Large,True
328,349,2024-01-14 15:00:00,274.16,completed,2024,1,Sunday,Large,False
329,771,2024-01-14 16:00:00,148.41,completed,2024,1,Sunday,Medium,False
330,660,2024-01-14 17:00:00,218.36,completed,2024,1,Sunday,Large,False
331,764,2024-01-14 18:00:00,28.41,pending,2024,1,Sunday,Small,False
332,955,2024-01-14 19:00:00,72.65,completed,2024,1,Sunday,Medium,False
333,932,2024-01-14 20:00:00,385.12,completed,2024,1,Sunday,Extra Large,False
334,403,2024-01-14 21:00:00,10.01,completed,2024,1,Sunday,Small,False
335,346,2024-01-14 22:00:00,214.12,pending,2024,1,Sunday,Large,False
336,963,2024-01-14 23:00:00,266.03,completed,2024,1,Sunday,Large,False
337,511,2024-01-15 00:00:00,36.77,cancelled,2024,1,Monday,Small,False
338,147,2024-01-15 01:00:00,486.81,completed,2024,1,Monday,Extra Large,True
339,148,2024-01-15 02:00:00,120.8,completed,2024,1,Monday,Medium,False
340,864,2024-01-15 03:00:00,159.06,completed,2024,1,Monday,Large,False
341,711,2024-01-15 04:00:00,158.93,completed,2024,1,Monday,Large,False
342,820,2024-01-15 05:00:00,122.9,pending,2024,1,Monday,Medium,False
343,489,2024-01-15 06:00:00,10.72,completed,2024,1,Monday,Small,False
344,929,2024-01-15 07:00:00,367.38,completed,2024,1,Monday,Extra Large,False
